Component_ID,Vendor_ID,Route_ID,Price_per_Unit,past_incident_count,collaboration_tenure,Source,Mode,Backup Route Availability,Peak_Congestion_Indicator,Order_Pressure,Stress_Score,High_Risk_Vendor,High_Order_Pressure,High_Transit_Risk,High_Demand_vs_Reliability,High_Stress_Score,Low_Order_Pressure,Low_Stress_Score,Low_Demand_vs_Reliability,Low_Vendor_Risk,Price_per_Unit_vs_Order,Low_Price_per_Unit_vs_Order,Shortfall_flag
0,2,15,25.5,1,7,15,Train,No,2,3.261904761904762,328.99571428571426,0,0,1,0,0,1,0,1,0,0.18478260869565216,0,1
1,9,11,12.75,4,2,22,Lorry,No,2,2.1875,295.3125,1,0,1,0,0,1,0,1,0,0.1795774647887324,0,1
1,13,3,12.75,1,6,9,Train,Yes,1,8.925925925925926,94.43629629629628,0,0,0,0,0,0,0,1,1,0.05268595041322314,0,1
1,9,16,12.75,4,2,21,Lorry,Yes,1,42.733333333333334,461.52000000000004,1,1,0,1,1,0,0,0,0,0.01985981308411215,1,1
1,0,6,12.75,1,6,11,Lorry,No,2,7.333333333333333,594.0,0,0,1,0,1,0,0,1,1,0.057692307692307696,0,1
1,6,27,12.75,1,2,25,Train,No,1,11.058823529411764,729.8823529411765,0,0,1,0,1,0,0,1,1,0.06746031746031746,0,1
0,8,28,25.5,1,1,16,Lorry,Yes,0,37.8,544.3199999999999,1,1,0,0,1,0,0,1,0,0.13421052631578947,0,1
4,7,3,37.0,0,4,9,Train,Yes,1,41.666666666666664,440.83333333333326,0,1,0,1,1,0,0,0,0,0.0492676431424767,1,1
2,11,24,88.0,5,4,5,Lorry,Yes,0,53.27272727272727,221.61454545454546,1,1,0,1,0,0,0,0,0,0.14991482112436116,0,1
3,9,7,65.2,4,2,26,Flight,Yes,0,15.666666666666666,16.293333333333333,1,0,0,0,0,0,1,0,0,0.17294429708222814,0,1
3,10,7,65.2,0,5,26,Flight,Yes,0,6.3478260869565215,6.601739130434782,0,0,0,0,0,0,1,1,1,0.4435374149659864,0,1
2,2,22,88.0,1,7,19,Flight,Yes,0,51.166666666666664,35.81666666666666,0,1,0,0,0,0,1,0,0,0.2857142857142857,0,1
0,9,26,25.5,4,2,8,Lorry,Yes,2,13.3,678.3000000000001,1,0,1,0,1,0,0,0,0,0.06375,0,1
4,14,13,37.0,0,7,13,Train,Yes,1,175.25,8639.824999999999,0,1,1,1,1,0,0,0,0,0.05270655270655271,0,1
3,10,16,65.2,0,5,21,Lorry,Yes,1,13.451612903225806,145.2774193548387,0,0,0,0,0,0,0,0,1,0.15598086124401914,0,1
2,2,6,88.0,1,7,11,Lorry,No,2,7.972222222222222,645.75,0,0,1,0,1,0,0,0,0,0.3055555555555556,0,1
4,8,5,37.0,1,1,23,Train,No,2,119.66666666666667,1769.87,1,1,0,0,1,0,0,0,0,0.10277777777777777,0,1
4,1,18,37.0,4,1,24,Train,Yes,0,104.25,2085.0,0,1,0,0,1,0,0,0,0,0.08851674641148326,0,1
2,2,22,88.0,1,7,19,Flight,Yes,0,14.653846153846153,10.257692307692306,0,0,0,0,0,0,1,0,0,0.23036649214659685,0,1
4,8,13,37.0,1,1,13,Train,Yes,1,18.29268292682927,901.8292682926829,1,0,1,1,1,0,0,0,0,0.0492676431424767,1,1
1,7,16,12.75,0,4,21,Lorry,Yes,1,123.8,1337.04,0,1,0,1,1,0,0,0,0,0.02056451612903226,1,1
4,10,29,37.0,0,5,17,Flight,Yes,0,21.35483870967742,14.094193548387098,0,1,0,1,0,0,1,0,1,0.05580693815987934,0,1
2,5,15,88.0,1,2,15,Train,No,2,1.5151515151515151,152.81818181818178,0,0,1,0,0,1,0,1,0,1.7254901960784315,0,0
4,13,18,37.0,1,6,24,Train,Yes,0,46.875,937.5,0,1,0,1,1,0,0,0,1,0.0492676431424767,1,1
3,9,20,65.2,4,2,1,Train,Yes,1,14.166666666666666,891.0833333333334,1,0,1,0,1,0,0,0,0,0.2546875,0,1
1,3,1,12.75,2,3,6,Lorry,No,1,17.305555555555557,1271.9583333333335,0,0,1,0,1,0,0,0,1,0.020432692307692308,1,1
1,6,9,12.75,1,2,3,Lorry,No,1,12.785714285714286,236.28000000000003,0,0,0,0,0,0,0,1,1,0.07083333333333333,0,1
4,9,0,37.0,4,2,18,Train,Yes,2,20.14814814814815,643.1288888888889,1,1,1,1,1,0,0,0,0,0.06788990825688074,0,1
0,5,5,25.5,1,2,23,Train,No,2,5.352941176470588,79.16999999999999,0,0,0,0,0,1,0,0,0,0.09306569343065693,0,1
1,11,26,12.75,5,4,8,Lorry,Yes,2,12.25,624.75,1,0,1,0,1,0,0,0,0,0.037063953488372096,1,1
1,13,19,12.75,1,6,2,Lorry,No,2,27.63157894736842,2122.105263157895,0,1,1,0,1,0,0,0,1,0.02423954372623574,1,1
1,1,20,12.75,4,1,1,Train,Yes,1,11.666666666666666,733.8333333333334,0,0,1,0,1,0,0,1,0,0.07244318181818182,0,1
0,9,12,25.5,4,2,10,Flight,Yes,0,13.11111111111111,5.2444444444444445,1,0,0,0,0,0,1,0,0,0.10759493670886076,0,1
4,0,6,37.0,1,6,11,Lorry,No,2,107.14285714285714,8678.571428571428,0,1,1,1,1,0,0,0,1,0.0492676431424767,1,1
1,1,25,12.75,4,1,12,Train,No,1,18.0625,563.5500000000001,0,0,1,0,1,0,0,0,0,0.04396551724137931,1,1
2,0,11,88.0,1,6,22,Lorry,No,2,20.96153846153846,2829.807692307692,0,1,1,0,1,0,0,0,1,0.16117216117216118,0,1
2,11,22,88.0,5,4,19,Flight,Yes,0,16.658536585365855,11.660975609756099,1,0,0,1,0,0,1,0,0,0.1286549707602339,0,1
2,12,4,88.0,3,5,0,Lorry,Yes,0,18.29268292682927,453.6585365853659,0,0,0,1,1,0,0,0,0,0.11717709720372836,0,1
2,14,22,88.0,0,7,19,Flight,Yes,0,36.125,25.287499999999998,0,1,0,0,0,0,1,0,0,0.30344827586206896,0,1
4,7,5,37.0,0,4,23,Train,No,2,16.90909090909091,250.08545454545455,0,0,0,0,0,0,0,1,0,0.19786096256684493,0,1
4,12,6,37.0,3,5,11,Lorry,No,2,100.0,8100.0,0,1,1,0,1,0,0,1,0,0.18407960199004975,0,1
1,9,16,12.75,4,2,21,Lorry,Yes,1,26.76923076923077,289.10769230769233,1,1,0,0,0,0,0,0,0,0.036532951289398284,1,1
1,0,7,12.75,1,6,26,Flight,Yes,0,22.8,23.712000000000003,0,1,0,0,0,0,1,0,1,0.027899343544857767,1,1
0,5,20,25.5,1,2,1,Train,Yes,1,23.642857142857142,1487.1357142857144,0,1,1,0,1,0,0,0,0,0.07680722891566265,0,1
2,11,2,88.0,5,4,4,Flight,Yes,0,25.17391304347826,37.76086956521739,1,1,0,1,0,0,1,0,0,0.15172413793103448,0,1
2,7,11,88.0,0,4,22,Lorry,No,2,5.333333333333333,720.0,0,0,1,0,1,1,0,1,0,0.6068965517241379,0,1
2,2,10,88.0,1,7,20,Train,Yes,0,32.608695652173914,408.9130434782609,0,1,0,1,1,0,0,0,0,0.11717709720372836,0,0
3,10,5,65.2,0,5,23,Train,No,2,24.333333333333332,359.89,0,1,0,0,0,0,0,0,1,0.17814207650273226,0,1
0,12,15,25.5,3,5,15,Train,No,2,23.25,2344.9949999999994,0,1,1,0,1,0,0,1,0,0.13636363636363635,0,1
4,13,7,37.0,1,6,26,Flight,Yes,0,21.59375,22.4575,0,1,0,1,0,0,1,0,1,0.05346820809248555,0,1
4,10,28,37.0,0,5,16,Lorry,Yes,0,14.714285714285714,211.88571428571424,0,0,0,0,0,0,0,0,1,0.11935483870967742,0,1
1,5,9,12.75,1,2,3,Lorry,No,1,15.185185185185185,280.6222222222222,0,0,0,0,0,0,0,0,0,0.03102189781021898,1,1
1,2,13,12.75,1,7,13,Train,Yes,1,4.076923076923077,200.99230769230766,0,0,1,0,0,1,0,1,0,0.2361111111111111,0,1
2,3,18,88.0,2,3,24,Train,Yes,0,27.77777777777778,555.5555555555555,0,1,0,1,1,0,0,0,1,0.11717709720372836,0,1
4,3,17,37.0,2,3,7,Flight,Yes,0,150.0,396.0,0,1,0,1,0,0,0,0,1,0.0492676431424767,1,1
2,0,17,88.0,1,6,7,Flight,Yes,0,22.4,59.135999999999996,0,1,0,0,0,0,0,1,1,0.39111111111111113,0,1
4,9,18,37.0,4,2,24,Train,Yes,0,39.473684210526315,789.4736842105262,1,1,0,1,1,0,0,0,0,0.0492676431424767,1,1
4,2,6,37.0,1,7,11,Lorry,No,2,7.690476190476191,622.9285714285714,0,0,1,0,1,0,0,0,0,0.11419753086419752,0,1
4,1,12,37.0,4,1,10,Flight,Yes,0,15.45,6.18,0,0,0,0,0,0,1,0,0,0.11935483870967742,0,1
0,14,27,25.5,0,7,25,Train,No,1,39.473684210526315,2605.2631578947367,0,1,1,1,1,0,0,0,0,0.03395472703062583,1,1
3,14,11,65.2,0,7,22,Lorry,No,2,4.7407407407407405,640.0,0,0,1,0,1,1,0,1,0,0.5054263565891474,0,1
4,3,0,37.0,2,3,18,Train,Yes,2,21.428571428571427,683.9999999999999,0,1,1,1,1,0,0,0,1,0.0492676431424767,1,1
4,4,27,37.0,1,1,25,Train,No,1,13.777777777777779,909.3333333333334,1,0,1,0,1,0,0,0,0,0.14859437751004015,0,1
0,6,17,25.5,1,2,7,Flight,Yes,0,6.5476190476190474,17.285714285714285,0,0,0,0,0,0,1,1,1,0.09239130434782608,0,1
2,2,11,88.0,1,7,22,Lorry,No,2,12.06060606060606,1628.1818181818182,0,0,1,0,1,0,0,0,0,0.22055137844611528,0,1
0,3,13,25.5,2,3,13,Train,Yes,1,19.105263157894736,941.8894736842104,0,0,1,0,1,0,0,0,1,0.07005494505494506,0,1
2,0,8,88.0,1,6,14,Train,Yes,1,25.733333333333334,1852.8000000000002,0,1,1,0,1,0,0,0,1,0.22739018087855298,0,1
1,13,14,12.75,1,6,28,Lorry,Yes,0,60.166666666666664,1624.5,0,1,1,0,1,0,0,0,1,0.03522099447513812,1,1
1,12,20,12.75,3,5,1,Train,Yes,1,2.0,125.80000000000001,0,0,1,0,0,1,0,1,0,0.25,0,0
2,13,2,88.0,1,6,4,Flight,Yes,0,75.0,112.5,0,1,0,1,0,0,0,0,1,0.11717709720372836,0,1
1,3,19,12.75,2,3,2,Lorry,No,2,57.69230769230769,4430.769230769231,0,1,1,1,1,0,0,0,1,0.016977363515312916,1,1
2,7,20,88.0,0,4,1,Train,Yes,1,57.69230769230769,3628.8461538461543,0,1,1,1,1,0,0,0,0,0.11717709720372836,0,1
0,4,16,25.5,1,1,21,Lorry,Yes,1,95.0,1026.0,1,1,0,0,1,0,0,1,0,0.13350785340314136,0,1
0,4,15,25.5,1,1,15,Train,No,2,3.5294117647058822,355.97647058823526,1,0,1,0,0,1,0,1,0,0.4180327868852459,0,1
1,1,14,12.75,4,1,28,Lorry,Yes,0,31.1,839.7,0,1,1,0,1,0,0,0,0,0.040865384615384616,1,1
2,13,13,88.0,1,6,13,Train,Yes,1,12.195121951219512,601.219512195122,0,0,1,0,1,0,0,0,1,0.17564870259481039,0,1
4,11,18,37.0,5,4,24,Train,Yes,0,148.25,2965.0,1,1,0,1,1,0,0,0,0,0.06228956228956229,0,1
1,1,6,12.75,4,1,11,Lorry,No,2,22.333333333333332,1809.0,0,1,1,0,1,0,0,1,0,0.1875,0,1
1,6,8,12.75,1,2,14,Train,Yes,1,19.2,1382.3999999999999,0,0,1,0,1,0,0,0,1,0.04411764705882353,1,1
3,7,21,65.2,0,4,29,Lorry,Yes,1,16.90625,170.41500000000002,0,0,0,0,0,0,0,0,0,0.12029520295202953,0,1
4,14,18,37.0,0,7,24,Train,Yes,0,23.4375,468.75,0,1,0,1,1,0,0,0,0,0.0492676431424767,1,1
1,0,17,12.75,1,6,7,Flight,Yes,0,26.625,70.29,0,1,0,0,0,0,0,1,1,0.05957943925233645,0,1
1,9,27,12.75,4,2,25,Train,No,1,8.030303030303031,530.0,1,0,1,0,1,0,0,0,0,0.047932330827067667,1,1
1,9,2,12.75,4,2,4,Flight,Yes,0,2.6875,4.03125,1,0,0,0,0,1,1,1,0,0.14655172413793102,0,1
3,14,22,65.2,0,7,19,Flight,Yes,0,75.0,52.5,0,1,0,1,0,0,0,0,0,0.08681757656458056,0,1
2,2,8,88.0,1,7,14,Train,Yes,1,5.615384615384615,404.30769230769226,0,0,1,0,1,1,0,0,0,0.4,0,1
1,4,24,12.75,1,1,5,Lorry,Yes,0,4.483870967741935,18.65290322580645,1,0,0,0,0,1,1,1,0,0.09107142857142857,0,1
4,13,23,37.0,1,6,27,Train,Yes,1,29.59090909090909,546.84,0,1,0,0,1,0,0,0,1,0.05674846625766871,0,1
4,0,24,37.0,1,6,5,Lorry,Yes,0,7.8,32.448,0,0,0,0,0,0,1,0,1,0.10511363636363637,0,1
0,9,22,25.5,4,2,19,Flight,Yes,0,18.22222222222222,12.755555555555555,1,0,0,0,0,0,1,0,0,0.07750759878419453,0,1
1,10,15,12.75,0,5,15,Train,No,2,5.658536585365853,570.7199999999999,0,0,1,0,1,1,0,0,1,0.05472103004291846,0,1
0,5,14,25.5,1,2,28,Lorry,Yes,0,10.703703703703704,289.0,0,0,1,0,0,0,0,0,0,0.08793103448275862,0,1
1,10,1,12.75,0,5,6,Lorry,No,1,10.533333333333333,774.2,0,0,1,0,1,0,0,1,1,0.08018867924528301,0,1
1,0,27,12.75,1,6,25,Train,No,1,35.375,2334.75,0,1,1,0,1,0,0,0,1,0.0448943661971831,1,1
2,2,28,88.0,1,7,16,Lorry,Yes,0,27.72222222222222,399.19999999999993,0,1,0,0,0,0,0,0,0,0.176,0,1
1,1,19,12.75,4,1,2,Lorry,No,2,18.944444444444443,1454.9333333333334,0,0,1,0,1,0,0,0,0,0.03728070175438596,1,1
3,9,1,65.2,4,2,6,Lorry,No,1,38.8,2851.7999999999997,1,1,1,0,1,0,0,0,0,0.16760925449871467,0,1
0,12,24,25.5,3,5,5,Lorry,Yes,0,1.1904761904761905,4.9523809523809526,0,0,0,0,0,1,1,1,0,0.5,0,0
2,8,4,88.0,1,1,0,Lorry,Yes,0,125.0,3100.0,1,1,0,1,1,0,0,0,0,0.11717709720372836,0,1
3,0,11,65.2,1,6,22,Lorry,No,2,14.409090909090908,1945.2272727272725,0,0,1,0,1,0,0,0,1,0.2050314465408805,0,1
1,9,6,12.75,4,2,11,Lorry,No,2,17.46153846153846,1414.3846153846152,1,0,1,0,1,0,0,0,0,0.05592105263157895,0,1
1,10,19,12.75,0,5,2,Lorry,No,2,45.07142857142857,3461.4857142857145,0,1,1,1,1,0,0,0,1,0.020174050632911392,1,1
3,6,5,65.2,1,2,23,Train,No,2,46.15384615384615,682.6153846153845,0,1,0,0,1,0,0,0,1,0.10848585690515808,0,1
4,9,24,37.0,4,2,5,Lorry,Yes,0,18.75,78.0,1,0,0,1,0,0,0,0,0,0.0492676431424767,1,1
4,10,16,37.0,0,5,21,Lorry,Yes,1,14.607142857142858,157.75714285714287,0,0,0,0,0,0,0,0,1,0.09024390243902439,0,1
1,9,21,12.75,4,2,29,Lorry,Yes,1,50.0,504.0000000000001,1,1,0,1,1,0,0,0,0,0.016977363515312916,1,1
1,3,27,12.75,2,3,25,Train,No,1,32.411764705882355,2139.1764705882356,0,1,1,0,1,0,0,0,1,0.02309782608695652,1,1
1,6,5,12.75,1,2,23,Train,No,2,26.181818181818183,387.2290909090909,0,1,0,0,0,0,0,0,1,0.04411764705882353,1,1
3,1,24,65.2,4,1,5,Lorry,Yes,0,7.1063829787234045,29.562553191489364,0,0,0,0,0,0,1,0,0,0.1946268656716418,0,1
2,1,23,88.0,4,1,27,Train,Yes,1,1.3888888888888888,25.666666666666668,0,0,0,0,0,1,1,1,0,1.7254901960784315,0,0
3,7,23,65.2,0,4,27,Train,Yes,1,7.657894736842105,141.51789473684212,0,0,0,0,0,0,0,0,0,0.2232876712328767,0,1
3,8,3,65.2,1,1,9,Train,Yes,1,195.0,2063.0999999999995,1,1,0,1,1,0,0,0,0,0.1112627986348123,0,1
4,13,13,37.0,1,6,13,Train,Yes,1,188.33333333333334,9284.833333333334,0,1,1,0,1,0,0,0,1,0.06537102473498234,0,1
4,2,29,37.0,1,7,17,Flight,Yes,0,125.0,82.5,0,1,0,1,0,0,0,0,0,0.0492676431424767,1,1
4,0,27,37.0,1,6,25,Train,No,1,9.25,610.5,0,0,1,0,1,0,0,1,1,0.1989247311827957,0,1
4,13,3,37.0,1,6,9,Train,Yes,1,60.4,639.0319999999999,0,1,0,0,1,0,0,0,1,0.06115702479338843,0,1
4,13,2,37.0,1,6,4,Flight,Yes,0,75.0,112.5,0,1,0,1,0,0,0,0,1,0.0492676431424767,1,1
3,6,3,65.2,1,2,9,Train,Yes,1,46.214285714285715,488.9471428571428,0,1,0,0,1,0,0,0,1,0.1006172839506173,0,1
1,5,28,12.75,1,2,16,Lorry,Yes,0,19.133333333333333,275.52,0,0,0,0,0,0,0,0,0,0.044270833333333336,1,1
1,1,14,12.75,4,1,28,Lorry,Yes,0,7.125,192.375,0,0,1,0,0,0,0,1,0,0.055676855895196505,0,1
3,13,13,65.2,1,6,13,Train,Yes,1,16.466666666666665,811.8066666666665,0,0,1,0,1,0,0,1,1,0.26290322580645165,0,1
4,13,26,37.0,1,6,8,Lorry,Yes,2,26.785714285714285,1366.0714285714284,0,1,1,1,1,0,0,0,1,0.0492676431424767,1,1
1,14,10,12.75,0,7,20,Train,Yes,0,16.4,205.65599999999998,0,0,0,0,0,0,0,0,0,0.05161943319838057,0,1
1,10,16,12.75,0,5,21,Lorry,Yes,1,129.0,1393.2,0,1,0,0,1,0,0,0,1,0.03286082474226804,1,1
1,1,27,12.75,4,1,25,Train,No,1,299.0,19734.0,0,1,1,0,1,0,0,0,0,0.0425,1,1
1,10,9,12.75,0,5,3,Lorry,No,1,30.454545454545453,562.8,0,1,0,0,1,0,0,0,1,0.03794642857142857,1,1
1,6,25,12.75,1,2,12,Train,No,1,29.4,917.2800000000001,0,1,1,0,1,0,0,0,1,0.043220338983050846,1,1
3,5,12,65.2,1,2,10,Flight,Yes,0,32.608695652173914,13.043478260869566,0,1,0,1,0,0,1,0,0,0.08681757656458056,0,1
1,1,25,12.75,4,1,12,Train,No,1,381.0,11887.2,0,1,1,0,1,0,0,0,0,0.03337696335078534,1,1
2,7,21,88.0,0,4,29,Lorry,Yes,1,20.0,201.60000000000002,0,0,0,0,0,0,0,0,0,0.292358803986711,0,1
4,14,28,37.0,0,7,16,Lorry,Yes,0,41.666666666666664,599.9999999999999,0,1,0,1,1,0,0,0,0,0.0492676431424767,1,1
1,9,21,12.75,4,2,29,Lorry,Yes,1,34.7,349.77600000000007,1,1,0,0,0,0,0,0,0,0.036637931034482756,1,1
0,3,10,25.5,2,3,20,Train,Yes,0,4.576923076923077,57.39461538461538,0,0,0,0,0,1,0,1,1,0.2125,0,1
0,13,14,25.5,1,6,28,Lorry,Yes,0,22.307692307692307,602.3076923076923,0,1,1,0,1,0,0,0,1,0.08762886597938144,0,1
3,3,28,65.2,2,3,16,Lorry,Yes,0,9.064516129032258,130.5290322580645,0,0,0,0,0,0,0,0,1,0.23120567375886525,0,1
1,8,19,12.75,1,1,2,Lorry,No,2,17.176470588235293,1319.1529411764707,1,0,1,0,1,0,0,0,0,0.043515358361774746,1,1
1,10,9,12.75,0,5,3,Lorry,No,1,10.23076923076923,189.06461538461537,0,0,0,0,0,0,0,0,1,0.047752808988764044,1,1
3,12,26,65.2,3,5,8,Lorry,Yes,2,81.2,4141.2,0,1,1,0,1,0,0,0,0,0.1601965601965602,0,1
1,12,5,12.75,3,5,23,Train,No,2,2.1739130434782608,32.15217391304348,0,0,0,0,0,1,1,1,0,0.25,0,0
4,11,0,37.0,5,4,18,Train,Yes,2,13.266666666666667,423.472,1,0,1,0,1,0,0,0,0,0.185,0,1
1,5,7,12.75,1,2,26,Flight,Yes,0,41.666666666666664,43.333333333333336,0,1,0,1,0,0,0,0,0,0.016977363515312916,1,1
1,4,17,12.75,1,1,7,Flight,Yes,0,4.611111111111111,12.173333333333332,1,0,0,0,0,1,1,1,0,0.15178571428571427,0,1
1,10,25,12.75,0,5,12,Train,No,1,20.76923076923077,648.0000000000001,0,1,1,0,1,0,0,0,1,0.0470479704797048,1,1
3,9,10,65.2,4,2,20,Train,Yes,0,22.25,279.015,1,1,0,0,0,0,0,1,0,0.7244444444444444,0,0
2,5,11,88.0,1,2,22,Lorry,No,2,21.466666666666665,2898.0,0,1,1,0,1,0,0,0,0,0.2724458204334365,0,1
2,5,13,88.0,1,2,13,Train,Yes,1,5.555555555555555,273.88888888888886,0,0,1,0,0,1,0,1,0,1.7254901960784315,0,0
2,12,12,88.0,3,5,10,Flight,Yes,0,6.173913043478261,2.4695652173913043,0,0,0,0,0,1,1,1,0,0.6153846153846154,0,1
4,1,29,37.0,4,1,17,Flight,Yes,0,7.269230769230769,4.797692307692308,0,0,0,0,0,0,1,1,0,0.19473684210526315,0,1
2,11,23,88.0,5,4,27,Train,Yes,1,2.6315789473684212,48.631578947368425,1,0,0,0,0,1,0,1,0,1.7254901960784315,0,0
4,4,25,37.0,1,1,12,Train,No,1,26.785714285714285,835.7142857142858,1,1,1,1,1,0,0,0,0,0.0492676431424767,1,1
4,7,19,37.0,0,4,2,Lorry,No,2,18.29268292682927,1404.8780487804881,0,0,1,1,1,0,0,0,0,0.0492676431424767,1,1
4,3,28,37.0,2,3,16,Lorry,Yes,0,41.666666666666664,599.9999999999999,0,1,0,1,1,0,0,0,1,0.0492676431424767,1,1
4,12,14,37.0,3,5,28,Lorry,Yes,0,25.941176470588236,700.4117647058823,0,1,1,0,1,0,0,0,0,0.083710407239819,0,1
0,12,21,25.5,3,5,29,Lorry,Yes,1,11.307692307692308,113.98153846153849,0,0,0,0,0,0,0,1,0,0.17229729729729729,0,1
1,6,20,12.75,1,2,1,Train,Yes,1,4.826086956521739,303.56086956521744,0,0,1,0,0,1,0,1,1,0.11383928571428571,0,1
3,4,26,65.2,1,1,8,Lorry,Yes,2,38.214285714285715,1948.9285714285716,1,1,1,0,1,0,0,0,0,0.12164179104477613,0,1
